molecule_chembl_id;units;IC50;smiles;pIC50;MW;HBA;HBD;LogP;rule_of_5
CHEMBL63786;nM;0.003;Brc1cccc(Nc2ncnc3cc4ccccc4cc23)c1;11.522878745280336;349.021459484;3;1;5.289100000000002;yes
CHEMBL53711;nM;0.006;CN(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1;11.221848749616356;343.04325754800004;5;1;3.5969000000000015;yes
CHEMBL35820;nM;0.006;CCOc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCC;11.221848749616356;387.05823891599994;5;1;4.933300000000004;yes
CHEMBL53753;nM;0.008;CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1;11.096910013008056;329.02760748400004;5;2;3.572600000000002;yes
CHEMBL66031;nM;0.008;Brc1cccc(Nc2ncnc3cc4[nH]cnc4cc23)c1;11.096910013008056;339.01195742000004;4;2;4.012200000000001;yes
CHEMBL176582;nM;0.01;Cn1cnc2cc3ncnc(Nc4cccc(Br)c4)c3cc12;11.0;353.027607484;5;1;4.0226000000000015;yes
CHEMBL29197;nM;0.025;COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC;10.602059991327963;359.02693878799994;5;1;4.153100000000003;yes
CHEMBL174426;nM;0.025;Cn1cnc2cc3c(Nc4cccc(Br)c4)ncnc3cc12;10.602059991327963;353.02760748400004;5;1;4.022600000000002;yes
CHEMBL1243316;nM;0.03;CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CNCC#C;10.522878745280336;477.13678081200004;6;3;4.758780000000003;yes
CHEMBL363815;nM;0.037000000000000005;Fc1cc(Cl)c(Cl)cc1Nc2ncnc3ccc(NC(=O)C=C)cc23;10.431798275933003;376.02939455200004;4;2;4.943800000000002;yes
CHEMBL3613702;nM;0.037000000000000005;Fc1cc(Nc2ncnc3ccc(NC(=O)C=C)cc23)cc(Cl)c1Cl;10.431798275933003;376.02939455200004;4;2;4.943800000000001;yes
CHEMBL275762;nM;0.07;Fc1cc(Cl)c(Cl)cc1Nc2ncnc3ccc(NC(=O)CCl)cc23;10.154901959985743;397.9904222;4;2;4.996600000000002;yes
CHEMBL327307;nM;0.07200000000000001;COc1cc2ncnc(Nc3ccc(Br)c(Br)c3)c2cc1OC;10.142667503568733;436.937450856;5;1;4.915600000000003;yes
CHEMBL53428;nM;0.09;CN(C)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1;10.045757490560677;343.04325754800004;5;1;3.5969000000000015;yes
CHEMBL55729;nM;0.1;Nc1ccc2cncnc2c1;10.0;145.063997224;3;1;1.212;yes
CHEMBL420624;nM;0.1;Nc1ccc2c(Nc3cccc(Br)c3)ncnc2c1;10.0;314.01670845200005;4;2;3.7181000000000015;yes
CHEMBL190094;nM;0.11;CN(C)C\C=C\C(=O)Nc1ccc2ncnc(Nc3cc(Cl)c(Cl)cc3F)c2c1;9.958607314841776;433.087243776;5;2;4.875600000000003;yes
CHEMBL3930620;nM;0.12;ONC(=O)CCCCCCn1cc(nn1)c2ccc3ncnc(Nc4cccc(Cl)c4F)c3c2;9.920818753952377;483.1585788760001;8;3;4.880300000000004;yes
CHEMBL193160;nM;0.12;ClCC(=O)Nc1ccc2ncnc(Nc3cccc(I)c3)c2c1;9.920818753952377;437.97443668399995;4;2;4.155300000000002;yes
CHEMBL328216;nM;0.12;Nc1cc2ncnc(Nc3cccc(Br)c3)c2cc1N;9.920818753952377;329.02760748400004;5;3;3.300300000000001;yes
CHEMBL51853;nM;0.13;Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1;9.886056647693165;315.01195742000004;5;2;3.113100000000001;yes
CHEMBL54400;nM;0.13;CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1;9.886056647693165;329.02760748400004;5;2;3.5726000000000013;yes
CHEMBL3892310;nM;0.13;CN(C)C\C=C\C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCC4C5COCC45;9.886056647693165;511.178645624;7;2;4.493400000000002;yes
CHEMBL417478;nM;0.16;Fc1ccc(Nc2ncnc3cc(\C=C\CCN4CCOCC4)c(NC(=O)C=C)nc23)cc1Cl;9.795880017344077;482.163329908;7;2;4.420900000000003;yes
CHEMBL3357641;nM;0.16;CN(C)C\C=C(/F)\C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]4CCOC4;9.795880017344077;503.153573748;7;2;4.687100000000003;yes
CHEMBL418967;nM;0.17;CCCOc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCCC;9.769551078621726;415.08953904399993;5;1;5.713500000000004;yes
CHEMBL592617;nM;0.17;Brc1cccc(Nc2ncnc3ccc(NC(=O)CC#N)cc23)c1;9.769551078621726;381.022522104;5;2;3.988080000000001;yes
CHEMBL93032;nM;0.17;Oc1cc2ncnc(Nc3cccc(Br)c3)c2cc1O;9.769551078621726;330.99563865999994;5;3;3.5471000000000017;yes
CHEMBL166093;nM;0.18;OCC(O)CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1;9.744727494896694;389.0487368520001;7;4;2.2959999999999994;yes
CHEMBL2031302;nM;0.18;CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C=C;9.744727494896694;386.094581652;5;2;4.6891000000000025;yes
CHEMBL166154;nM;0.19;CNc1cc2c(Nc3cccc(Cl)c3)ncnc2cn1;9.721246399047173;285.078123064;5;2;3.4635000000000007;yes
CHEMBL165864;nM;0.19;OCCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1;9.721246399047173;359.0381721680001;6;3;2.9351000000000003;yes
CHEMBL3357634;nM;0.2;COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C(=C\CN(C)C)\F;9.69897000433602;447.127359;6;2;4.528000000000004;yes
CHEMBL437879;nM;0.20800000000000002;COc1cc2ncnc(Nc3cc(Cl)c(Cl)cc3F)c2cc1OC;9.681936665037238;367.02906020399996;5;1;4.836500000000003;yes
CHEMBL161956;nM;0.22;CN(CCO)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1;9.657577319177793;373.0538222320001;6;2;2.9594000000000005;yes
CHEMBL2031300;nM;0.23;CN1CCN(CCC(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)CC1;9.638272163982409;468.12732152;6;2;3.7119000000000018;yes
CHEMBL316064;nM;0.24;COc1cc2ncnc(Nc3cccc(c3)C(F)(F)F)c2cc1OC;9.619788758288394;349.10381134799997;5;1;4.409400000000002;yes
CHEMBL127041;nM;0.24;OCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1;9.619788758288394;359.038172168;6;3;2.9351000000000003;yes
CHEMBL52913;nM;0.25;Clc1cccc(Nc2ncnc3cc(NC(=O)C=C)ccc23)c1;9.602059991327963;324.077788716;4;2;4.151300000000001;yes
CHEMBL328955;nM;0.25;Nc1ccc2c(Nc3cccc(Cl)c3)ncnc2c1;9.602059991327963;270.067224032;4;2;3.609000000000001;yes
CHEMBL3357639;nM;0.26;F\C(=C/CN1CCOCC1)\C(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3cc2O[C@H]5CCOC5;9.585026652029182;545.1641384320001;8;2;4.457700000000003;yes
CHEMBL3360608;nM;0.26;COc1cc2c(Nc3cccc(c3)C#C)ncnc2cc1OCCCCn4ccnc4[N+](=O)[O-];9.585026652029182;458.170253184;9;1;4.327200000000003;yes
CHEMBL3929484;nM;0.27;ONC(=O)CCCCCn1cc(nn1)c2ccc3ncnc(Nc4cccc(Cl)c4F)c3c2;9.568636235841012;469.1429288120001;8;3;4.490200000000003;yes
CHEMBL152905;nM;0.27;Nc1ccc2sc3c(Nc4cccc(Br)c4)ncnc3c2c1;9.568636235841012;369.9887794520001;5;2;4.932800000000002;yes
CHEMBL2031298;nM;0.27;Brc1cccc(Nc2ncnc3ccc(NC(=O)CCN4CCCCC4)cc23)c1;9.568636235841012;453.116422488;5;2;4.950400000000003;yes
CHEMBL3357635;nM;0.27;COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C(=C\CN4CCCCC4)\F;9.568636235841012;487.158659128;6;2;5.452300000000005;yes
CHEMBL2031303;nM;0.27;CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CCN(C)C;9.568636235841012;431.15243087600004;6;2;4.454800000000003;yes
CHEMBL355816;nM;0.28;OC(=O)CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1;9.55284196865778;373.0174367240001;6;3;3.027400000000001;yes
CHEMBL2031297;nM;0.28;CN(C)CCC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1;9.55284196865778;413.08512236;5;2;4.026100000000001;yes
CHEMBL128468;nM;0.28;OC(=O)CCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1;9.55284196865778;401.048736852;6;3;3.8076000000000016;yes
CHEMBL426580;nM;0.29;Cc1nc2cc3c(Nc4cccc(Br)c4)ncnc3cc2[nH]1;9.537602002101043;353.02760748400004;4;2;4.320620000000002;yes
CHEMBL2031305;nM;0.29;CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CCN4CCOCC4;9.537602002101043;473.16299556;7;2;4.225400000000003;yes
CHEMBL3623290;nM;0.3;COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC(=O)N4CCN(C)C[C@H]4C;9.522878745280336;459.147345496;7;1;4.309200000000003;yes
CHEMBL203644;nM;0.3;CC#CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1;9.522878745280336;355.0636158720001;5;2;3.5227000000000013;yes
CHEMBL3357644;nM;0.3;COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C(=C/CN4CCOCC4)\F;9.522878745280336;489.137923684;7;2;4.298600000000003;yes
CHEMBL3360603;nM;0.31;COc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCCn4ccnc4[N+](=O)[O-];9.508638306165727;486.12185902;9;1;5.138400000000003;yes
CHEMBL3357642;nM;0.31;CN(C)C\C=C(\F)/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]4CCOC4;9.508638306165727;503.153573748;7;2;4.687100000000003;yes
CHEMBL3360606;nM;0.32;COc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCOCCn4ccnc4[N+](=O)[O-];9.494850021680094;502.11677363999996;10;1;4.374800000000003;yes
CHEMBL366580;nM;0.34;Brc1cccc(Nc2ncnc3cc4c[nH]nc4cc23)c1;9.468521082957745;339.01195742000004;4;2;4.012200000000001;yes
CHEMBL91980;nM;0.35;Nc1ccc2c(Nc3cccc(I)c3)ncnc2c1;9.455931955649724;362.00284435200007;4;2;3.560200000000001;yes
CHEMBL163369;nM;0.35;OCCN(CCO)CCCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1;9.455931955649724;460.1222361400001;8;4;2.6194999999999995;yes
CHEMBL603266;nM;0.36;Brc1cccc(Nc2ncnc3ccc(NC(=O)CN4SC=CC4=O)cc23)c1;9.443697499232712;455.005157788;7;2;3.9978000000000016;yes
CHEMBL3895468;nM;0.37;CN(C)C\C=C\C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCC45COCC4C5;9.431798275933003;511.178645624;7;2;4.637500000000003;yes
CHEMBL39320;nM;0.37;Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc12;9.431798275933003;353.02760748400004;5;1;4.022600000000002;yes
CHEMBL599863;nM;0.37;Brc1cccc(Nc2ncnc3ccc(NC(=O)CNC(=O)Oc4ccccc4)cc23)c1;9.431798275933003;491.05930153599996;6;3;4.863000000000001;yes
CHEMBL2029434;nM;0.38;COc1cc(ccc1Nc2ncc3CN(C(C)C)C(=O)N(c4cccc(NC(=O)C=C)c4)c3n2)N5CCN(C)CC5;9.42021640338319;556.2910370120001;8;2;4.587200000000003;yes
CHEMBL2447950;nM;0.38;Cl.CCOc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OCC;9.42021640338319;379.085432208;5;1;5.246000000000002;yes
CHEMBL51741;nM;0.4;Brc1ccc2CCN(c2c1)c3ncnc4ccc(NC(=O)C=C)cc34;9.397940008672037;394.0429232;4;1;4.211000000000002;yes
CHEMBL3759317;nM;0.4;COc1cc(cc(OC)c1c2cc3c(N[C@H](C)c4ccccc4)ncnc3s2)C(=O)NCCN(C)C;9.397940008672037;505.21476085200015;8;2;4.840000000000003;yes
CHEMBL4112924;nM;0.4;CO[C@@H]1COC2[C@@H](COC12)Oc3cc4ncnc(Nc5ccc(F)c(Cl)c5)c4cc3NC(=O)\C=C\CN(C)C;9.397940008672037;557.1841249280001;9;2;3.7822000000000013;yes
CHEMBL3901622;nM;0.4;C[C@@H](Nc1ncnc2oc(cc12)c3ccc(NCCN(C)C)cc3)c4ccccc4;9.397940008672037;401.221560484;6;2;5.036400000000004;yes
CHEMBL1204199;nM;0.41;Cl.CCOc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCC;9.387216143280265;423.034916628;5;1;5.355100000000003;yes
CHEMBL2029429;nM;0.41;COc1cc(Nc2ncc3CN(C)C(=O)N(c4cccc(NC(=O)C=C)c4)c3n2)ccc1N5CCN(C)CC5;9.387216143280265;528.2597368840001;8;2;3.808600000000003;yes
CHEMBL31815;nM;0.42;Cc1cccc(Nc2ncnc3ccc(NC(=O)C=C)cc23)c1;9.3767507096021;304.132411132;4;2;3.8063200000000013;yes
CHEMBL2029428;nM;0.43;CN1CCN(CC1)c2ccc(Nc3ncc4CN(C)C(=O)N(c5cccc(NC(=O)C=C)c5)c4n3)cc2;9.366531544420411;498.24917220000003;7;2;3.8000000000000025;yes
CHEMBL188762;nM;0.43;CCC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1;9.366531544420411;370.0429232;4;2;4.484400000000003;yes
CHEMBL39337;nM;0.44;Brc1cccc(Nc2ncnc3cc4[nH]ncc4cc23)c1;9.356547323513812;339.01195742;4;2;4.012200000000001;yes
CHEMBL351629;nM;0.44;CN(CC(=O)O)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1;9.356547323513812;387.0330867880001;6;2;3.051700000000001;yes
CHEMBL40734;nM;0.44;Brc1cccc(Nc2ncnc3cc4[nH]ccc4cc23)c1;9.356547323513812;338.01670845200005;3;2;4.617200000000001;yes
CHEMBL162821;nM;0.45;CNc1cc2c(Nc3cccc(C)c3)ncnc2cn1;9.346787486224656;265.13274548;5;2;3.118520000000001;yes
CHEMBL443523;nM;0.45;Brc1cccc(Nc2ncnc3cc(NC(=O)C=C)ccc23)c1;9.346787486224656;368.027273136;4;2;4.2604000000000015;yes
CHEMBL304271;nM;0.45;CCN(CC)CC(O)CNC(=O)c1cc(C)c(\C=C\2/C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c23)[nH]1;9.346787486224656;541.2004436880001;7;5;3.57442;yes
CHEMBL3355875;nM;0.47;COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCCn4ccnc4[N+](=O)[O-];9.327902142064282;486.12185902;9;1;5.138400000000003;yes
CHEMBL3818015;nM;0.47;COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1NC(=O)[C@@H]4COC(=O)N4;9.327902142064282;457.03856609199994;7;3;3.1914000000000007;yes
CHEMBL539822;nM;0.47;Cl.Nc1ccc2c(c1)sc3c(Nc4cccc(Br)c4)ncnc23;9.327902142064282;405.96545716400004;5;2;5.354600000000002;yes
CHEMBL3360609;nM;0.47;COc1cc2c(Nc3cccc(c3)C#C)ncnc2cc1OCCCCCn4ccnc4[N+](=O)[O-];9.327902142064282;472.185903248;9;1;4.717300000000003;yes
CHEMBL54088;nM;0.48;Cc1cccc(Nc2ncnc3cnc(NC(=O)C=C)cc23)c1;9.318758762624412;305.1276601;5;2;3.201320000000001;yes
CHEMBL3360617;nM;0.49;COc1cc2c(Nc3cccc(Br)c3)ncnc2cc1OCCCn4ccnc4[N+](=O)[O-];9.309803919971486;498.06511518800005;9;1;4.718300000000004;yes
CHEMBL2021576;nM;0.49;OC(=O)[C@H]1O[C@@H]1C(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2;9.309803919971486;428.01201699600006;6;3;2.9264;yes
CHEMBL3355881;nM;0.49;COc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCCCCn4ccnc4[N+](=O)[O-];9.309803919971486;472.185903248;9;1;4.717300000000004;yes
CHEMBL203599;nM;0.5;CN1CCN(CCC#CC(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3cn2)CC1;9.30102999566398;467.1636642560001;7;2;3.1403000000000016;yes
CHEMBL2021575;nM;0.5;OC(=O)[C@@H]1O[C@H]1C(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2;9.30102999566398;428.01201699600006;6;3;2.9264;yes
CHEMBL3355882;nM;0.5;COc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCCCCCn4ccnc4[N+](=O)[O-];9.30102999566398;486.201553312;9;1;5.107400000000005;yes
CHEMBL3758770;nM;0.5;COc1cc(ccc1c2cc3c(N[C@H](C)c4ccccc4)ncnc3s2)C(=O)NCCN(C)C;9.30102999566398;475.2041961680001;7;2;4.831400000000004;yes
CHEMBL3758582;nM;0.5;COc1ccc(cc1c2cc3c(N[C@H](C)c4ccccc4)ncnc3s2)C(=O)NCCN(C)C;9.30102999566398;475.2041961680001;7;2;4.831400000000004;yes
CHEMBL4071474;nM;0.5;CN1CCN(CC1)c2ccc(Nc3ncc4CN(C(=O)N([C@H]5CCN(C5)C(=O)C=C)c4n3)c6ccccc6Cl)cc2C;9.30102999566398;586.25715004;7;1;4.667320000000004;yes
CHEMBL2031299;nM;0.51;Brc1cccc(Nc2ncnc3ccc(NC(=O)CCN4CCOCC4)cc23)c1;9.292429823902065;455.095687044;6;2;3.796700000000002;yes
CHEMBL3901296;nM;0.51;CN(C)C\C=C\C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC[C@@]45COC[C@@H]4C5;9.292429823902065;511.178645624;7;2;4.637500000000003;yes
CHEMBL2031304;nM;0.51;CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CCN4CCCCC4;9.292429823902065;471.18373100400004;6;2;5.379100000000005;yes
CHEMBL126791;nM;0.51;Brc1cccc(Nc2ncnc3cc(NCCCn4ccnc4)ncc23)c1;9.292429823902065;423.0807056760001;7;2;4.229600000000001;yes
CHEMBL3357643;nM;0.53;COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C(=C\CN4CCOCC4)\F;9.275724130399214;489.137923684;7;2;4.298600000000003;yes
CHEMBL49986;nM;0.54;Brc1cccc(Nc2ncnc3cc(NC(=O)C=C)ncc23)c1;9.267606240177033;369.022522104;5;2;3.6554;yes
CHEMBL3360611;nM;0.54;COc1cc2c(Nc3cccc(c3)C#C)ncnc2cc1OCCOCCn4ccnc4[N+](=O)[O-];9.267606240177033;474.16516780399996;10;1;3.563600000000002;yes
CHEMBL3355880;nM;0.56;COc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCCCn4ccnc4[N+](=O)[O-];9.251811972993801;458.170253184;9;1;4.327200000000003;yes
CHEMBL165547;nM;0.56;CN(CC(O)CO)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1;9.251811972993801;403.0643869160001;7;3;2.3202999999999996;yes
CHEMBL3360610;nM;0.57;COc1cc2c(Nc3cccc(c3)C#C)ncnc2cc1OCCCCCCn4ccnc4[N+](=O)[O-];9.244125144327509;486.201553312;9;1;5.107400000000004;yes
CHEMBL2029435;nM;0.58;COc1cc(ccc1Nc2ncc3CN(C4CC4)C(=O)N(c5cccc(NC(=O)C=C)c5)c3n2)N6CCN(C)CC6;9.236572006437065;554.2753869480001;8;2;4.341200000000002;yes
CHEMBL378144;nM;0.6;Brc1cccc(Nc2ncnc3cnc(NC(=O)C#C)cc23)c1;9.221848749616356;367.00687203999996;5;2;3.1026;yes
CHEMBL3891846;nM;0.6;C[C@@H](Nc1ncnc2oc(cc12)c3ccc(NCCN4CCCCC4)cc3)c5ccccc5;9.221848749616356;441.252860612;6;2;5.9607000000000046;yes
CHEMBL127086;nM;0.61;OC(=O)CCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1;9.214670164989233;387.033086788;6;3;3.4175000000000013;yes
CHEMBL1204262;nM;0.64;Cl.CCOc1cc2ncnc(Nc3cccc(I)c3)c2cc1OCC;9.193820026016114;471.021052528;5;1;5.197200000000003;yes
CHEMBL162622;nM;0.65;Brc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)cc23)c1;9.187086643357144;428.096021392;7;2;3.2750000000000012;yes
CHEMBL3360607;nM;0.65;COc1cc2c(Nc3cccc(c3)C#C)ncnc2cc1OCCCn4ccnc4[N+](=O)[O-];9.187086643357144;444.15460312;9;1;3.9371000000000027;yes
CHEMBL3920583;nM;0.65;ONC(=O)CCCCCn1cc(nn1)c2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2;9.187086643357144;469.1429288120001;8;3;4.490200000000002;yes
CHEMBL3355878;nM;0.66;COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCCCn4ccnc4[N+](=O)[O-];9.18045606445813;498.065115188;9;1;4.718300000000004;yes
CHEMBL1204168;nM;0.66;Cl.COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC;9.18045606445813;395.0036165;5;1;4.574900000000002;yes
CHEMBL3814257;nM;0.662;CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1;9.1791420105603;330.06836690399996;4;2;4.124300000000002;yes
CHEMBL3357636;nM;0.67;COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C(=C/CN4CCCCC4)\F;9.173925197299171;487.158659128;6;2;5.452300000000005;yes
CHEMBL317925;nM;0.67;COc1cc2ncnc(Nc3cccc(Br)c3)c2c(OC)c1OC;9.173925197299171;389.0375034719999;6;1;4.161700000000003;yes
CHEMBL2031307;nM;0.68;CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CCN(C)C;9.167491087293763;455.15243087600004;6;2;4.931480000000004;yes
CHEMBL3957055;nM;0.69;ONC(=O)CCCCCCn1cc(nn1)c2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2;9.161150909262744;483.1585788760001;8;3;4.880300000000004;yes
CHEMBL92937;nM;0.69;CNc1cc2ncnc(Nc3cccc(Br)c3)c2cc1N;9.161150909262744;343.04325754800004;5;3;3.759800000000001;yes
CHEMBL280757;nM;0.69;Fc1ccc(Nc2ncnc3ccc(NC(=O)C=C)cc23)cc1Br;9.161150909262744;386.01785132400005;4;2;4.3995000000000015;yes
CHEMBL3909201;nM;0.7;COc1cc2ncnc(Nc3ccc(F)c(Cl)c3F)c2cc1OC4CN(C4)C(=O)C=C;9.154901959985743;446.095724524;6;1;4.0892000000000035;yes
CHEMBL289213;nM;0.72;CN(CC(=O)O)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12;9.142667503568733;439.06438691600005;5;3;4.133600000000002;yes
CHEMBL54091;nM;0.72;Fc1ccc(Nc2ncnc3cnc(NC(=O)C=C)cc23)cc1Br;9.142667503568733;387.01310029200005;5;2;3.794500000000001;yes
CHEMBL339416;nM;0.74;[O-][N+]1(CCCNc2cc3ncnc(Nc4cccc(Br)c4)c3cn2)CCOCC1;9.130768280269024;458.10658607600004;7;2;3.6777000000000024;yes
CHEMBL28418;nM;0.75;Fc1ccc(Nc2ncnc3ccc(NC(=O)C=C)nc23)cc1Cl;9.1249387366083;343.063615872;5;2;3.6854000000000013;yes
CHEMBL31373;nM;0.75;Fc1ccc(Nc2ncnc3ccc(NC(=O)C=C)cc23)cc1Cl;9.1249387366083;342.068366904;4;2;4.290400000000002;yes
CHEMBL53555;nM;0.77;Fc1ccc(Nc2ncnc3cnc(NC(=O)C=C)cc23)cc1Cl;9.113509274827518;343.063615872;5;2;3.6854000000000013;yes
CHEMBL3360602;nM;0.77;COc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCn4ccnc4[N+](=O)[O-];9.113509274827518;472.106208956;9;1;4.748300000000003;yes
CHEMBL3814882;nM;0.772;Brc1cccc(Nc2ncnc3ccc(NC(=O)NCCN4CCCCC4)cc23)c1;9.112382699664265;468.12732152000007;5;3;4.743300000000003;yes
CHEMBL162142;nM;0.78;Brc1cccc(Nc2ncnc3cnc(NCCc4c[nH]cn4)cc23)c1;9.10790539730952;409.06505561200004;6;3;3.9086;yes
CHEMBL53300;nM;0.79;Nc1ccc2ncncc2c1;9.102372908709556;145.063997224;3;1;1.212;yes
CHEMBL1243345;nM;0.8;CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CN(C)CCF;9.096910013008056;499.158659128;6;2;5.437280000000004;yes
CHEMBL36727;nM;0.8;Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc12;9.096910013008056;352.03235851600004;4;1;4.627600000000002;yes
CHEMBL3814959;nM;0.8029999999999999;NC(=O)Nc1ccc2ncnc(Nc3ccc(Br)cc3)c2c1;9.095284454721321;357.022522104;4;3;3.626500000000002;yes
CHEMBL3360620;nM;0.82;COc1cc2c(Nc3cccc(Br)c3)ncnc2cc1OCCOCCn4ccnc4[N+](=O)[O-];9.086186147616283;528.075679872;10;1;4.344800000000004;yes
CHEMBL3814211;nM;0.8540000000000001;NC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1;9.068542129310996;331.063615872;4;3;3.656500000000001;yes
CHEMBL96065;nM;0.89;COc1cc2ncnc(Nc3cccc(I)c3)c2cc1OC;9.050609993355089;407.01307468799996;5;1;3.9952000000000023;yes
CHEMBL3355874;nM;0.89;COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCn4ccnc4[N+](=O)[O-];9.050609993355089;472.106208956;9;1;4.748300000000003;yes
CHEMBL3622664;nM;0.9;CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CNC4CC4;9.045757490560677;455.15243087600004;6;3;4.811300000000004;yes
CHEMBL3759369;nM;0.9;C[C@@H](Nc1ncnc2sc(cc12)c3cccc(c3)C(=O)NCCN(C)C)c4ccccc4;9.045757490560677;445.19363148400004;6;2;4.822800000000004;yes
CHEMBL3233785;nM;0.9;Fc1ccc(Nc2ncnc3sc(NC(=O)\C=C\CN4CC5CCC4C(=O)C5)cc23)cc1Cl;9.045757490560677;485.108851812;7;2;4.775500000000004;yes
CHEMBL3946096;nM;0.9;CNC(=O)[C@H]1C[C@@H](CCN1C(=O)C=C)Oc2cc3c(Nc4ccc(F)c(Cl)c4F)ncnc3cc2OC;9.045757490560677;531.148488368;7;2;3.9840000000000018;yes
CHEMBL205059;nM;0.9;Fc1ccc(Nc2ncnc3cnc(NC(=O)C#CCCN4CCCCC4)cc23)cc1Cl;9.045757490560677;452.152765224;6;2;4.378800000000004;yes
CHEMBL3759199;nM;0.9;COc1cccc(OC)c1c2cc3c(N[C@H](CO)c4ccccc4)ncnc3s2;9.045757490560677;407.13036253200005;7;2;4.521000000000002;yes
CHEMBL338114;nM;0.91;Brc1cccc(Nc2ncnc3cc(NCCc4c[nH]cn4)ncc23)c1;9.040958607678906;409.0650556120001;6;3;3.9086;yes
