,ChEMBL_ID,smiles,pIC50
195,CHEMBL3678949,CC(C)n1c(Nc2ccc(F)c(Cl)c2)nc3cnc(Nc4ccc(cc4)N5CCN(C)CC5)nc13,8.397940008672037
196,CHEMBL3915508,N#Cc1ccc(Nc2nncc3ccccc23)cc1,8.387216143280265
197,CHEMBL172652,Brc1cccc(Nc2ncnc3cc4[nH]nnc4cc23)c1,8.387216143280265
198,CHEMBL2048905,OCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c12,8.387216143280265
199,CHEMBL4067871,OC[C@H](Nc1cnc(c(c1)c2ccc3cnccc3c2)c4cc(Cl)ccc4O)c5ccccc5,8.3767507096021
200,CHEMBL50519,COc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,8.366531544420411
201,CHEMBL3805774,CCOc1cc2ncnc(Nc3cccc(OC)c3)c2c4OCCOc14,8.356547323513812
202,CHEMBL3906533,CCOC(=O)c1ccc(Nc2nncc3ccccc23)cc1,8.356547323513812
203,CHEMBL433520,CCN(CC)CC(O)CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.337242168318426
204,CHEMBL3956112,C[C@@H](Nc1ncnc2oc(cc12)c3cccc(O)c3)c4ccccc4,8.337242168318426
205,CHEMBL1914667,COc1ccc(cc1)c2cc3c(N[C@H](C)c4ccccc4)ncnc3[nH]2,8.327902142064282
206,CHEMBL93302,Oc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,8.327902142064282
207,CHEMBL4062877,Cc1n[nH]c2ccc(cc12)c3cc(N[C@@H](CO)c4ccccc4)cnc3c5cc(F)ccc5O,8.327902142064282
208,CHEMBL36967,Brc1cccc(Nc2ncnc3cc4[nH]cc(CN5CCOCC5)c4cc23)c1,8.318758762624412
209,CHEMBL129579,OCC(O)C(O)C(O)C(O)CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,8.318758762624412
210,CHEMBL4104515,Cl.COc1ccc2N(CCCc2c1)c3nc(C)nc4c(Cc5ccccc5)cn(C)c34,8.309803919971486
211,CHEMBL3758868,COc1ccc(c(OC)c1)c2cc3c(N[C@H](C)c4ccccc4)ncnc3s2,8.301029995663981
212,CHEMBL399371,CCOc1cc2ncnc(\C=C\CCc3ccccc3)c2cc1OCC,8.301029995663981
213,CHEMBL312818,C(CN(c1cc2ncnc(Nc3ccc4[nH]ccc4c3)c2s1)n5ccnc5)Cc6ccccc6,8.301029995663981
214,CHEMBL2178351,CC(C)n1c(Nc2ccccc2)nc3cnc(Nc4ccc(cc4)N5CCN(C)CC5)nc13,8.301029995663981
215,CHEMBL2087356,Brc1cccc(Nc2ncnc3cc4OCCOCOCOCCOc4cc23)c1,8.301029995663981
216,CHEMBL197640,CN1CCC(CC1)Oc2cccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c23,8.301029995663981
